region_id,city,movie_id,views,engagement_score,revenue_usd,month
2590,Chicago,7,309211,9.51,1231810.12,2025-03
2591,Phoenix,6,520,9.05,1840729.04,2024-10
2592,Denver,4,333600,6.72,885324.15,2025-04
2593,Miami,10,419389,4.13,1862246.37,2024-07
2594,Boston,3,155652,5.49,1728282.11,2024-08
2595,New York,1,144499,2.63,4164.89,2024-08
2596,San Francisco,9,195104,7.92,824319.79,2024-11
2597,Phoenix,4,173917,9.92,1144435.64,2025-04
2598,Seattle,6,123508,6.6,1466681.59,2024-11
2599,Chicago,3,350899,3.0,550591.32,2025-02
2600,Phoenix,4,296699,5.13,235746.26,2025-01
2601,Los Angeles,2,379900,7.72,595803.42,2024-10
2602,Boston,4,342925,1.58,511455.65,2024-10
2603,Phoenix,4,306325,8.3,1908943.87,2024-10
2604,Miami,9,169586,2.77,592446.12,2025-01
2605,Houston,1,48591,4.24,1674167.83,2025-04
2606,Phoenix,1,398575,6.15,23448.54,2025-04
2607,Seattle,10,8965,2.98,1941378.69,2025-02
2608,Los Angeles,4,384376,6.2,5380.75,2025-01
2609,Miami,4,286416,3.75,271522.28,2024-10
2610,Seattle,2,342778,1.72,1636114.34,2025-01
2611,Boston,8,300372,2.88,1852722.4,2024-07
2612,Seattle,2,438919,6.49,94102.74,2024-12
2613,San Francisco,3,175810,4.76,1200190.34,2025-02
2614,Seattle,8,157287,7.79,1727384.17,2025-03
2615,San Francisco,5,132662,2.35,150648.03,2024-08
2616,Denver,1,191817,9.03,1044029.43,2024-12
2617,Houston,7,227059,7.77,715614.15,2025-02
2618,Denver,7,391654,2.4,1767706.52,2024-12
2619,New York,4,31226,3.99,1983559.97,2024-07
2620,New York,1,40321,1.11,1628551.76,2024-09
2621,San Francisco,4,92900,4.2,198702.64,2025-04
2622,Seattle,4,486668,7.14,202281.28,2025-02
2623,Seattle,4,126685,1.82,1253203.6,2024-08
2624,Phoenix,7,267663,2.76,1007459.4,2025-03
2625,Los Angeles,10,4266,2.21,717381.25,2024-11
2626,Miami,4,26572,4.46,1423476.87,2024-08
2627,Denver,4,344956,9.83,1456103.17,2024-09
2628,Houston,1,227057,9.01,132527.39,2025-02
2629,Boston,3,154374,9.29,1717174.32,2024-08
2630,Los Angeles,8,26350,8.61,1822910.02,2024-10
2631,Miami,5,283272,4.8,1024406.27,2024-08
2632,Denver,5,412014,5.43,1154725.28,2024-08
2633,Phoenix,6,96697,3.9,268301.74,2024-07
2634,Houston,2,299030,3.05,1706856.89,2024-11
2635,Los Angeles,4,184453,8.48,231171.64,2025-03
2636,New York,2,240452,4.42,996081.04,2024-08
2637,Denver,10,411734,8.8,1251664.91,2024-11
2638,Phoenix,1,177584,9.5,1278764.94,2024-08
2639,Phoenix,10,269271,6.81,1875877.5,2024-12
2640,San Francisco,6,84264,2.18,462440.62,2025-02
2641,Phoenix,3,191016,2.79,336375.06,2024-09
2642,Chicago,4,481022,8.16,98284.3,2025-04
2643,New York,7,276971,4.84,10410.65,2024-07
2644,Miami,6,23161,8.58,41884.15,2024-10
2645,New York,2,288445,8.84,1841601.07,2024-09
2646,New York,3,355069,5.75,152391.28,2024-12
2647,Phoenix,3,397589,5.65,179924.25,2025-03
2648,Denver,3,214789,6.57,1188233.67,2025-02
2649,Seattle,8,82237,4.55,1139669.51,2024-11
2650,New York,9,381842,5.81,805825.94,2024-12
2651,Seattle,4,117788,5.27,223408.31,2024-11
2652,Phoenix,2,44467,7.2,1016958.31,2025-04
2653,San Francisco,7,192584,6.56,61617.93,2024-07
2654,San Francisco,3,379017,9.22,1430544.16,2024-10
2655,Houston,9,152165,6.78,478311.53,2025-04
2656,Seattle,4,374244,2.94,1560678.35,2025-03
2657,Los Angeles,5,443820,1.79,812666.74,2025-02
2658,Seattle,5,187478,9.52,1564075.8,2025-02
2659,Miami,7,140160,1.43,910515.5,2025-02
2660,Denver,8,412312,3.43,247787.99,2024-11
2661,Chicago,3,248500,6.98,556119.24,2025-04
2662,Los Angeles,2,324372,6.02,759385.1,2024-10
2663,New York,9,57368,8.78,495523.31,2024-12
2664,Boston,5,218741,8.24,920077.7,2024-12
2665,Denver,4,318683,9.59,722230.16,2024-11
2666,New York,10,338296,8.53,269802.16,2024-07
2667,San Francisco,2,138958,8.42,1442436.74,2024-08
2668,Seattle,2,456913,3.15,1867044.81,2025-04
2669,New York,7,313873,1.42,1669372.03,2024-07
2670,Chicago,5,352776,2.51,548109.03,2025-04
2671,Miami,10,155345,4.99,1105722.43,2024-12
2672,New York,7,397091,2.81,1353715.31,2025-03
2673,Seattle,3,276201,4.15,459995.43,2024-10
2674,Houston,2,492232,6.22,162297.06,2024-11
2675,Phoenix,7,252388,7.5,993748.5,2025-04
2676,Miami,3,315590,9.66,501640.98,2025-01
2677,San Francisco,5,88096,2.02,1961348.55,2024-07
2678,Chicago,9,165205,3.18,434448.58,2024-07
2679,Houston,10,89821,3.38,606667.23,2024-09
2680,San Francisco,5,417343,6.78,781712.59,2025-04
2681,Boston,10,498775,5.34,1102829.28,2024-08
2682,Seattle,7,415871,6.69,1457165.95,2024-11
2683,San Francisco,9,379122,4.66,1700772.5,2024-07
2684,Phoenix,9,275055,3.94,980542.31,2025-03
2685,Phoenix,1,360477,8.49,1335121.86,2025-03
2686,Phoenix,4,497200,4.09,1728458.3,2024-07
2687,Boston,10,487989,2.59,1186717.34,2025-04
2688,Miami,10,429925,4.26,1536022.88,2025-04
2689,Chicago,3,435116,5.34,68156.25,2024-07
2690,Miami,7,454117,4.84,1444134.52,2024-12
2691,Phoenix,1,472386,5.28,1545190.66,2025-01
2692,Chicago,8,489062,6.1,1305637.28,2024-08
2693,Chicago,9,227000,6.29,279279.47,2024-09
2694,New York,8,153376,2.31,279676.74,2024-12
2695,Denver,8,290728,6.23,364037.95,2025-02
2696,Seattle,8,257087,8.28,895720.52,2024-11
2697,New York,7,497497,5.76,989413.42,2024-07
2698,Seattle,4,280938,3.93,1470786.6,2024-12
2699,Chicago,5,164119,8.77,1869637.46,2024-08
2700,Phoenix,2,400856,9.85,1903332.1,2025-02
2701,Denver,1,468802,3.81,133281.56,2024-10
2702,Seattle,2,428965,5.92,766085.53,2024-09
2703,New York,2,280914,4.72,1947028.94,2024-11
2704,San Francisco,2,391331,8.06,1552941.1,2024-09
2705,Seattle,3,217703,4.19,1237117.48,2024-08
2706,Seattle,4,164558,1.47,1998386.15,2024-09
2707,Houston,2,137056,2.42,393403.83,2024-11
2708,Miami,1,336223,6.97,136304.88,2025-04
2709,Seattle,1,309146,8.3,1374162.7,2024-11
2710,Denver,9,187193,2.96,26635.51,2024-12
2711,Denver,10,458544,3.51,1438822.66,2024-10
2712,Houston,3,490538,6.03,537375.22,2024-11
2713,Los Angeles,1,304436,9.18,402924.34,2025-01
2714,Los Angeles,9,434209,8.32,1055152.67,2024-09
2715,New York,2,474667,9.76,1774204.61,2024-12
2716,Seattle,6,406901,8.44,714721.31,2024-11
2717,Chicago,7,81370,6.87,1734402.03,2025-02
2718,New York,4,388517,6.73,1874306.91,2024-09
2719,Miami,3,470132,3.46,755057.04,2025-03
2720,Houston,2,492498,7.62,1704698.79,2024-09
2721,Los Angeles,2,347930,2.9,799560.2,2024-10
2722,Los Angeles,5,490821,7.13,1562059.61,2025-02
2723,Houston,5,309109,1.85,1718017.08,2024-10
2724,Phoenix,3,47872,2.83,1423525.54,2025-04
2725,Denver,3,226355,8.95,937015.79,2024-10
2726,Phoenix,7,288295,1.74,1368710.74,2024-12
2727,Boston,4,55296,1.4,308009.97,2025-04
2728,Miami,4,403109,7.18,1181775.87,2024-07
2729,Seattle,6,446782,7.72,243702.59,2024-08
2730,Houston,4,270437,2.62,1471104.97,2024-09
2731,Phoenix,5,313463,8.17,1430271.61,2024-11
2732,Phoenix,3,150620,6.74,174954.6,2025-03
2733,Phoenix,7,485634,2.97,1698263.47,2024-10
2734,Denver,6,215494,2.46,1692391.18,2024-08
2735,Chicago,2,430470,8.6,1708764.41,2025-01
2736,Chicago,2,44162,9.49,983627.85,2025-01
2737,Phoenix,4,158107,3.46,1479416.87,2024-09
2738,Miami,8,355083,7.41,1138936.46,2024-12
2739,Chicago,3,290018,5.2,1719499.41,2025-01
2740,Houston,8,304473,2.21,1603047.21,2024-10
2741,New York,2,114459,8.1,871755.79,2025-03
2742,San Francisco,9,492770,2.13,1685810.14,2024-09
2743,San Francisco,4,148585,2.27,792886.09,2024-11
2744,Phoenix,7,403443,1.25,1359533.72,2024-08
2745,Los Angeles,4,328544,2.2,497643.17,2024-07
2746,Chicago,2,112798,4.13,273306.54,2025-03
2747,San Francisco,10,406563,6.47,104768.39,2025-02
2748,Houston,7,237416,4.76,995208.72,2024-07
2749,Miami,7,496394,6.13,1311054.44,2024-09
2750,New York,7,284734,7.67,277768.03,2025-03
2751,Chicago,9,252560,1.82,654794.66,2024-07
2752,Houston,2,203673,4.02,496725.47,2024-10
2753,Houston,2,402400,2.56,828477.11,2025-04
2754,Los Angeles,4,342368,5.61,1060246.07,2024-12
2755,Houston,3,397754,1.19,1038493.9,2024-11
2756,San Francisco,8,324398,8.75,987490.81,2025-01
2757,Denver,1,182179,1.01,767427.7,2025-01
2758,Chicago,8,115421,5.48,1349749.93,2024-09
2759,New York,10,26584,4.74,516618.3,2024-10
2760,Seattle,8,339520,6.09,1857508.65,2025-02
2761,San Francisco,5,30613,8.79,386141.61,2025-04
2762,Phoenix,1,323316,4.42,1187002.41,2024-11
2763,Boston,6,309836,9.97,441475.82,2025-03
2764,Chicago,5,336857,9.48,576563.24,2024-10
2765,Los Angeles,9,5371,2.6,1415978.96,2024-10
2766,New York,10,77428,3.89,873276.53,2025-01
2767,Houston,2,261966,7.04,1595832.0,2024-11
2768,Houston,9,353591,9.73,92003.59,2024-10
2769,New York,4,60400,9.13,870932.74,2025-04
2770,San Francisco,10,60669,1.97,1004023.69,2025-04
2771,Seattle,2,277019,3.73,389233.44,2024-09
2772,Denver,10,106662,9.26,983827.92,2024-10
2773,New York,1,229448,4.61,1628078.36,2024-10
2774,Houston,6,203921,6.96,293156.94,2024-11
2775,Houston,9,451002,2.86,1019642.38,2025-03
2776,Boston,3,498870,3.32,1833660.19,2024-08
2777,Los Angeles,2,390259,9.93,31582.67,2024-08
2778,Phoenix,6,477388,8.32,25106.64,2025-04
2779,Boston,7,183549,3.37,188456.85,2025-02
2780,San Francisco,4,368298,9.62,672491.43,2025-02
2781,Denver,7,315541,5.96,1874659.54,2024-07
2782,New York,1,241620,2.82,1492776.79,2025-04
2783,New York,1,247539,3.73,1559815.79,2024-09
2784,Houston,7,201336,8.95,1908559.25,2024-11
2785,Boston,3,238274,4.06,1513230.01,2025-03
2786,Chicago,1,397076,4.72,486104.71,2025-01
2787,Los Angeles,8,40231,5.56,1726341.83,2025-04
2788,Phoenix,7,181819,2.55,1757673.1,2024-07
2789,Phoenix,4,222628,7.39,886865.3,2024-09
2790,New York,7,43961,5.06,646214.56,2025-01
2791,Boston,9,243573,5.71,839606.1,2024-10
2792,Seattle,8,22757,5.09,621567.13,2024-10
2793,Houston,5,347509,3.31,687316.65,2025-02
2794,Seattle,1,247778,5.24,640868.08,2025-01
2795,Chicago,3,452838,6.61,418312.05,2024-12
2796,Chicago,8,249122,6.53,1519262.64,2024-12
2797,Miami,9,246160,1.06,562937.97,2024-11
2798,Boston,2,390101,7.41,329955.26,2024-09
2799,Houston,8,372426,7.32,642670.28,2024-12
2800,Miami,8,205883,7.84,915720.45,2024-07
2801,Los Angeles,8,462654,2.53,1399135.59,2024-08
2802,Boston,9,80588,1.64,1001985.48,2025-04
2803,Seattle,3,445271,9.54,1937834.81,2024-12
2804,Denver,7,264171,7.49,1242597.42,2025-03
2805,Miami,4,357046,7.03,441388.79,2025-02
2806,San Francisco,8,393212,4.56,158501.97,2025-03
2807,Chicago,2,355797,8.78,14631.17,2024-12
2808,Boston,8,265948,1.62,1644281.39,2024-10
2809,Miami,3,194894,8.44,1763877.34,2024-10
2810,Phoenix,7,410524,9.07,1266593.83,2025-04
2811,San Francisco,1,27935,4.05,1625583.92,2024-07
2812,Chicago,6,73380,8.99,1969541.39,2024-12
2813,Denver,10,145875,5.11,570674.21,2025-03
2814,Los Angeles,7,492286,3.15,191413.28,2024-09
2815,Boston,7,440518,5.47,881696.28,2025-03
2816,Phoenix,6,478412,6.66,1745487.83,2025-04
2817,Houston,10,395827,7.35,606792.72,2024-11
2818,Denver,8,72319,3.32,407533.22,2024-11
2819,Phoenix,9,467126,3.6,536575.48,2024-09
2820,Houston,10,13304,8.62,266421.0,2025-03
2821,Denver,10,265210,4.17,828721.59,2025-02
2822,Houston,7,471825,6.12,306331.08,2024-11
2823,Chicago,10,268220,6.6,1737134.39,2024-08
2824,Houston,5,422290,8.33,439402.95,2024-10
2825,San Francisco,10,261601,7.05,1092476.26,2025-04
2826,Miami,5,95165,5.34,742111.69,2024-08
2827,Miami,5,430524,6.5,1764682.22,2024-07
2828,Chicago,10,317603,2.31,1126413.99,2024-10
2829,Phoenix,7,443433,9.18,1663339.0,2024-11
2830,Miami,9,195484,1.79,1981839.54,2025-04
2831,Houston,1,355597,6.69,1818608.76,2024-09
2832,Denver,3,289276,4.44,273672.13,2025-02
2833,Houston,1,168541,3.7,1403822.52,2025-04
2834,Boston,10,285171,6.44,249191.28,2024-08
2835,Boston,1,186852,5.74,249749.21,2024-10
2836,Denver,10,255269,3.4,45694.96,2024-07
2837,Phoenix,4,54279,5.59,1662802.39,2025-04
2838,Los Angeles,3,31582,7.26,1523829.24,2024-07
2839,Miami,9,117324,5.27,690587.62,2025-04
2840,Denver,1,91374,7.57,398832.1,2024-10
2841,Denver,2,241415,5.19,102299.68,2024-10
2842,Boston,7,109980,6.93,1961980.94,2025-02
2843,Chicago,5,286555,8.03,656309.56,2025-02
2844,Houston,7,114632,4.77,1266194.51,2024-11
2845,New York,8,89199,3.89,1861649.58,2024-11
2846,New York,9,424430,2.47,519437.61,2025-01
2847,Boston,10,168438,1.87,687807.9,2024-12
2848,Houston,4,363140,5.99,1867243.0,2024-11
2849,Denver,5,465235,2.0,1901279.16,2025-03
2850,Phoenix,2,250007,6.85,1880562.62,2024-11
2851,Los Angeles,2,470169,6.02,551866.01,2025-03
2852,Denver,8,475915,3.18,347987.84,2025-03
2853,Denver,8,449160,3.89,1884119.37,2024-07
2854,Boston,1,5686,4.98,1225555.48,2025-03
2855,Los Angeles,5,251818,2.12,1331868.23,2024-12
2856,New York,8,232274,2.71,1187336.74,2024-09
2857,San Francisco,1,434016,4.79,985481.69,2024-10
2858,Denver,1,201688,5.72,571893.08,2024-12
2859,Phoenix,5,366880,3.32,722144.46,2025-02
2860,Houston,2,108552,2.78,263758.22,2025-03
2861,Boston,5,42124,9.64,1233584.29,2025-02
2862,Seattle,6,384784,6.69,661241.21,2025-02
2863,Phoenix,9,281946,3.78,917975.99,2024-07
2864,Miami,3,47851,7.18,980946.3,2025-01
2865,Chicago,3,346411,5.36,1641360.82,2024-08
2866,San Francisco,9,35986,6.97,1298259.43,2024-09
2867,Denver,8,33677,1.22,118447.87,2024-12
2868,Denver,2,150645,4.43,355828.08,2025-03
2869,Los Angeles,2,461463,8.37,158396.17,2025-02
2870,Boston,7,453010,7.47,1240738.99,2024-09
2871,New York,9,358460,3.93,128887.44,2024-09
2872,Seattle,5,396356,2.85,241228.85,2025-01
2873,San Francisco,1,421604,8.84,1946692.6,2024-07
2874,Denver,10,382059,5.43,616650.81,2025-03
2875,San Francisco,5,178801,8.86,1893572.73,2024-08
2876,Denver,1,401685,9.98,1293820.48,2024-12
2877,Boston,4,153538,6.99,619723.75,2025-01
2878,Miami,3,234074,5.0,812346.14,2024-12
2879,Phoenix,6,366449,1.9,1020071.68,2024-07
2880,Denver,10,120178,4.41,197675.31,2024-09
2881,Denver,10,391017,9.31,516067.71,2024-12
2882,Phoenix,5,226391,9.68,295065.22,2024-12
2883,San Francisco,7,430467,8.82,416701.9,2025-01
2884,San Francisco,6,280908,2.4,430731.32,2024-12
2885,Chicago,1,468785,6.62,788936.53,2025-02
2886,Houston,4,434905,5.03,451355.27,2025-03
2887,Miami,7,413074,2.28,218665.34,2024-12
2888,San Francisco,7,315781,1.84,687728.18,2024-11
2889,Phoenix,5,404387,9.0,911931.18,2024-10
2890,Houston,8,101312,1.12,293385.28,2024-09
2891,San Francisco,3,125181,3.73,1989009.42,2024-10
2892,San Francisco,1,344326,9.25,822164.72,2025-03
2893,Chicago,7,342006,9.72,1737280.53,2024-09
2894,Miami,3,408513,1.46,918508.25,2025-01
2895,Denver,3,25376,7.01,37931.8,2025-03
2896,Los Angeles,7,413165,7.12,160152.34,2024-07
2897,Boston,5,291059,2.96,24983.16,2024-09
2898,Boston,6,83347,2.02,353636.35,2024-08
2899,San Francisco,10,97740,7.67,554946.7,2024-12
2900,San Francisco,9,94606,4.75,317666.97,2025-04
2901,Phoenix,8,9390,2.99,466660.75,2025-03
2902,Chicago,4,458955,9.89,261282.44,2024-07
2903,Boston,9,173746,7.72,1958343.19,2024-11
2904,Houston,2,203250,8.98,1693902.5,2024-08
2905,Houston,5,145997,1.12,1202814.14,2025-01
2906,Houston,5,59723,7.45,805228.29,2025-03
2907,Seattle,7,261802,4.9,583480.53,2024-12
2908,Chicago,9,28173,7.07,1961075.4,2025-02
2909,Phoenix,2,486422,7.6,624706.73,2025-01
2910,Miami,8,35861,6.8,408953.12,2024-08
2911,San Francisco,10,17008,7.44,1375986.85,2025-02
2912,Seattle,3,415284,6.62,514575.35,2024-10
2913,Seattle,8,247543,2.35,1699636.51,2024-09
2914,Boston,3,216117,7.13,528040.19,2025-03
2915,Seattle,9,111955,1.06,1805869.82,2025-03
2916,San Francisco,1,197160,9.62,305255.9,2024-07
2917,Boston,1,37349,1.75,1628194.13,2024-08
2918,Houston,4,240283,3.63,1927973.07,2025-04
2919,Chicago,5,268698,2.97,1978693.57,2024-09
2920,Los Angeles,1,276129,5.04,879606.38,2024-11
2921,Phoenix,9,331493,4.37,750004.31,2025-01
2922,Seattle,4,129839,7.41,1065223.15,2024-11
2923,Seattle,10,407952,6.62,1300183.38,2025-04
2924,Houston,1,407882,8.68,184097.72,2025-03
2925,Phoenix,3,178498,4.71,1735011.01,2024-11
2926,Chicago,10,116060,5.98,224932.22,2024-08
2927,San Francisco,10,392409,2.59,946765.54,2024-08
2928,San Francisco,10,276105,1.44,1653220.68,2025-02
2929,Chicago,9,178348,8.96,1332399.19,2024-11
2930,Denver,9,400017,6.45,143442.33,2025-04
2931,Denver,8,449700,2.25,1189398.63,2025-02
2932,Los Angeles,4,5929,7.57,1424771.72,2025-01
2933,Seattle,8,363721,6.1,1111876.14,2024-08
2934,Chicago,7,246986,4.09,1211476.49,2025-03
2935,Miami,3,355222,8.74,1242633.78,2024-08
2936,Seattle,1,275103,5.15,775209.29,2025-03
2937,Seattle,6,352467,7.02,624878.35,2025-01
2938,Seattle,3,319545,6.45,1815889.2,2024-08
2939,Miami,2,173103,9.81,1097531.97,2024-09
2940,Seattle,10,75165,3.62,1202766.26,2024-10
2941,San Francisco,10,156135,1.77,1181771.93,2024-07
2942,Miami,4,351653,6.66,983150.04,2024-12
2943,San Francisco,8,303057,6.57,1950814.1,2024-10
2944,Boston,7,491876,5.57,1584863.12,2024-07
2945,Boston,4,116386,4.23,345380.01,2025-01
2946,Los Angeles,1,499111,9.23,163520.86,2025-02
2947,San Francisco,4,108836,7.79,404742.86,2025-03
2948,Boston,10,385952,3.08,1299383.89,2024-09
2949,Denver,7,441526,3.45,1448955.32,2024-09
2950,Denver,8,266390,7.5,134598.0,2024-12
2951,Denver,6,308341,2.6,1133634.59,2025-03
2952,San Francisco,3,476500,1.49,985823.5,2024-07
2953,Chicago,4,66781,6.17,752194.64,2024-09
2954,San Francisco,2,22765,3.23,814952.53,2024-07
2955,Miami,7,63886,7.65,1198296.33,2024-07
2956,Denver,9,242079,5.13,1164253.29,2025-03
2957,San Francisco,9,281729,8.71,1568317.49,2025-01
2958,Seattle,2,196446,8.92,1977508.01,2024-11
2959,San Francisco,6,19698,9.62,1248769.71,2024-12
2960,San Francisco,1,47356,9.68,863704.16,2025-02
2961,Miami,5,331944,6.44,1523881.47,2025-04
2962,Boston,8,307263,9.12,439666.5,2025-01
2963,Miami,8,88010,9.92,919500.2,2025-03
2964,Miami,8,141099,4.44,1543213.59,2024-07
2965,Denver,2,384693,5.86,525152.83,2024-12
2966,Seattle,8,213955,3.38,1577981.5,2025-02
2967,Denver,2,404919,6.12,1947290.62,2024-12
2968,Los Angeles,4,472416,7.92,430351.99,2025-04
2969,Phoenix,7,256668,4.37,1338721.07,2024-12
2970,San Francisco,3,441997,7.93,1048534.99,2025-02
2971,San Francisco,3,353951,8.53,1782561.67,2025-02
2972,Miami,8,145145,8.7,378500.72,2025-01
2973,Phoenix,4,186965,3.09,1647489.24,2024-08
2974,Houston,8,359723,8.85,182872.61,2024-12
2975,Los Angeles,2,96339,3.77,449799.61,2024-10
2976,Los Angeles,5,372486,9.22,985507.42,2024-11
2977,Chicago,5,295971,6.53,378583.29,2025-02
2978,Miami,1,1467,1.97,417657.23,2024-08
2979,San Francisco,10,40263,8.15,49031.82,2025-01
2980,Miami,5,150794,7.31,1787321.64,2024-08
2981,Los Angeles,8,321402,1.57,1790056.73,2024-09
2982,New York,3,309185,2.2,970224.07,2024-12
2983,Boston,7,21644,2.13,1898135.22,2024-12
2984,New York,4,330563,5.54,1472894.81,2024-12
2985,Chicago,1,232059,7.54,1838329.47,2024-09
2986,Seattle,5,122701,8.45,400876.2,2024-12
2987,Denver,1,170346,1.91,1219095.7,2024-12
2988,Denver,10,87840,3.18,235261.91,2025-04
2989,Houston,8,424308,7.57,365298.86,2024-07
2990,Denver,1,194870,8.23,154620.98,2024-07
2991,Seattle,5,40473,7.58,1755746.96,2025-04
2992,New York,4,440033,7.91,1715605.8,2024-10
2993,Chicago,1,94747,2.8,1057335.41,2025-01
2994,Houston,1,58808,3.62,1498840.07,2024-08
2995,Denver,8,369682,2.92,1387535.3,2025-03
2996,Phoenix,10,173636,3.45,1209578.1,2024-07
2997,Denver,2,179465,2.51,135147.47,2024-12
2998,New York,5,483232,4.99,541481.35,2024-08
2999,New York,8,364018,4.06,21861.32,2024-09
3000,New York,7,437588,5.59,1895625.61,2024-07
3001,Denver,6,78808,4.97,1802629.71,2025-01
3002,Chicago,1,30504,6.1,1603229.17,2024-10
3003,Seattle,7,283288,6.92,107971.57,2025-02
3004,Phoenix,7,146277,3.61,1706349.39,2025-03
3005,Denver,7,76740,5.17,731294.56,2025-01
3006,Los Angeles,9,111155,9.03,1043849.26,2024-11
3007,Seattle,4,247649,8.21,760302.55,2025-03
3008,Seattle,4,327005,2.07,348867.11,2024-11
3009,Phoenix,8,241104,4.32,1313058.81,2024-11
3010,Denver,5,381951,9.51,103650.77,2024-09
3011,Phoenix,3,224409,3.54,1359305.46,2025-03
3012,Denver,7,452590,9.51,1789568.47,2025-04
3013,Seattle,5,251105,4.68,1101811.74,2025-01
3014,Chicago,7,419456,9.16,607485.12,2024-11
3015,Los Angeles,3,136118,4.89,754749.04,2024-12
3016,Houston,6,280615,6.29,1049297.63,2025-04
3017,New York,3,195390,7.36,559109.57,2024-07
3018,Phoenix,4,441650,5.39,1391134.18,2024-11
3019,Chicago,1,230103,4.59,531225.05,2025-02
3020,Miami,4,211588,2.3,777441.8,2024-11
3021,San Francisco,6,404559,7.18,777079.52,2024-08
3022,Miami,3,353242,3.37,1878213.24,2024-12
3023,Miami,1,386020,4.28,292010.89,2024-08
3024,Los Angeles,5,106220,7.75,440311.63,2025-02
3025,Chicago,6,195763,2.5,1221194.05,2025-01
3026,New York,7,326195,8.89,1345267.49,2024-09
3027,San Francisco,9,77700,8.6,928085.13,2024-11
3028,New York,1,484671,8.1,735216.53,2024-08
3029,San Francisco,1,312402,1.9,1699994.51,2024-08
3030,Miami,3,6790,5.72,1513083.58,2025-03
3031,New York,6,447870,3.5,1776037.99,2024-11
3032,Chicago,3,225312,6.34,928815.41,2025-01
3033,San Francisco,8,448711,3.96,778434.66,2025-04
3034,San Francisco,1,39084,9.29,671587.82,2024-10
3035,Miami,8,106810,5.34,776266.86,2025-02
3036,Boston,8,168740,5.61,914609.9,2024-12
3037,Chicago,8,316506,3.62,1218249.12,2025-02
3038,New York,10,463852,1.18,430118.56,2024-09
3039,Denver,6,154520,2.78,580445.32,2024-12
3040,Houston,10,241516,8.89,893691.4,2025-04
3041,Boston,6,286157,8.63,498053.55,2025-02
3042,Chicago,7,47818,8.82,539674.93,2025-01
3043,Boston,8,478900,5.97,1605768.88,2024-11
3044,Seattle,4,236076,9.46,911565.66,2024-10
3045,Los Angeles,6,13144,8.95,1607391.44,2025-03
3046,Chicago,1,433569,8.02,1850949.58,2025-03
3047,Boston,3,132224,8.09,907198.77,2025-02
3048,Denver,9,340690,1.75,936959.36,2025-02
3049,Los Angeles,3,114805,5.8,473563.35,2024-08
3050,Miami,1,272603,1.53,798686.99,2024-08
3051,Boston,10,25442,3.96,1833586.04,2024-07
3052,San Francisco,4,423203,9.0,868784.92,2024-11
3053,Chicago,8,375411,5.41,1635118.63,2024-09
3054,Los Angeles,6,335777,2.17,306379.84,2025-04
3055,San Francisco,8,83802,1.57,797438.22,2024-08
3056,Miami,1,88323,1.86,1066342.86,2024-08
3057,Houston,6,150765,7.68,1561055.6,2024-10
3058,Seattle,4,24959,9.58,198112.16,2025-04
3059,Seattle,5,75623,8.58,1227186.82,2024-10
3060,Boston,5,87715,5.43,1618443.21,2025-01
3061,Houston,8,177610,3.62,875241.88,2024-09
3062,Phoenix,7,130881,3.3,615504.06,2025-01
3063,San Francisco,2,156963,4.87,286861.2,2025-03
3064,Miami,7,172824,9.44,1061602.85,2024-10
3065,Houston,5,156513,7.5,1305643.83,2024-09
3066,San Francisco,8,237676,6.56,199495.23,2025-04
3067,Houston,8,374590,1.18,1344281.2,2024-11
3068,New York,3,378670,7.81,668187.15,2025-02
3069,Denver,1,226885,4.03,9609.03,2024-12
3070,Boston,9,474061,7.23,1368111.47,2025-04
3071,Phoenix,2,294263,1.75,1414719.38,2024-09
3072,Denver,4,382975,1.65,369141.61,2024-11
3073,Houston,9,483796,9.02,1273883.99,2024-12
3074,Phoenix,3,49528,1.74,560668.52,2025-01
3075,Miami,2,452524,7.18,1664474.33,2024-09
3076,Seattle,4,115714,6.34,130835.31,2024-09
3077,Seattle,6,240183,8.23,679708.25,2024-12
3078,Houston,2,82285,7.86,7690.07,2024-08
3079,Los Angeles,8,64161,8.62,1660170.71,2025-03
3080,Denver,3,327530,2.35,880741.35,2025-01
3081,Los Angeles,9,315092,3.11,1725936.26,2024-12
3082,Boston,9,269329,4.65,265823.37,2024-10
3083,Los Angeles,3,394018,6.52,1131985.28,2024-10
3084,Seattle,8,180767,4.71,1684423.58,2025-04
3085,Denver,4,56649,4.49,422699.58,2025-04
3086,Los Angeles,5,27450,2.02,347329.47,2025-02
3087,Miami,5,399524,1.93,1419683.66,2025-01
3088,Denver,10,176192,9.7,733652.7,2024-10
3089,Los Angeles,4,182226,1.59,132378.87,2024-09
3090,Houston,7,444867,3.31,1564578.28,2025-02
3091,Chicago,5,23017,6.65,522613.36,2025-02
3092,Seattle,5,409523,5.23,454975.97,2024-08
3093,Los Angeles,8,413033,8.71,1784865.18,2024-12
3094,Los Angeles,9,58944,7.01,1191549.5,2025-03
3095,Miami,10,235252,7.73,1906866.97,2025-04
3096,Boston,2,284975,4.51,1449522.31,2024-11
3097,Houston,2,99270,5.58,903076.94,2024-09
3098,Los Angeles,7,248307,5.12,648061.22,2024-07
3099,New York,10,81804,7.09,131973.66,2024-08
3100,Boston,4,345136,6.02,1225489.4,2024-11
3101,Chicago,4,355857,5.74,1572525.42,2025-04
