activity_id,viewer_id,movie_id,watch_date,watch_duration_min,completion_pct,device
2543,2538,5,2025-03-18,45,31.0,Smart TV
2544,4721,7,2024-07-28,27,26.7,Tablet
2545,2538,10,2024-11-01,105,65.2,Mobile
2546,1921,7,2024-09-08,6,5.9,Desktop
2547,4150,9,2024-06-04,76,77.6,Tablet
2548,2656,1,2024-07-11,7,6.9,Mobile
2549,3995,3,2024-11-07,72,78.3,Smart TV
2550,174,2,2024-08-15,24,23.8,Desktop
2551,4007,1,2024-12-02,15,14.7,Smart TV
2552,548,6,2024-12-21,74,52.1,Smart TV
2553,1127,9,2024-07-05,68,69.4,Mobile
2554,3401,5,2024-08-07,108,74.5,Tablet
2555,801,6,2024-11-30,9,6.3,Desktop
2556,4679,7,2025-01-16,92,91.1,Smart TV
2557,417,5,2024-09-26,48,33.1,Tablet
2558,4380,1,2024-11-22,66,64.7,Smart TV
2559,1653,9,2024-06-07,29,29.6,Smart TV
2560,1162,9,2024-09-30,68,69.4,Desktop
2561,86,7,2025-01-05,73,72.3,Mobile
2562,2750,2,2025-01-15,38,37.6,Desktop
2563,3288,4,2025-02-04,39,24.5,Mobile
2564,2804,5,2025-02-12,141,97.2,Mobile
2565,58,10,2024-07-19,122,75.8,Smart TV
2566,876,1,2025-03-17,97,95.1,Tablet
2567,3960,8,2024-08-07,82,67.8,Mobile
2568,2871,10,2024-07-08,38,23.6,Desktop
2569,4607,1,2024-08-19,20,19.6,Smart TV
2570,1859,3,2024-08-16,35,38.0,Tablet
2571,4714,1,2024-09-10,39,38.2,Tablet
2572,4142,10,2024-08-22,92,57.1,Mobile
2573,3048,6,2024-11-13,142,100.0,Mobile
2574,1729,2,2025-01-14,59,58.4,Mobile
2575,159,5,2025-01-25,47,32.4,Smart TV
2576,907,8,2024-11-06,43,35.5,Desktop
2577,1952,5,2025-03-26,124,85.5,Tablet
2578,1068,3,2024-11-25,54,58.7,Mobile
2579,1948,9,2024-07-06,74,75.5,Desktop
2580,3683,5,2024-09-29,125,86.2,Tablet
2581,1408,8,2024-10-11,66,54.5,Smart TV
2582,1619,4,2024-11-23,83,52.2,Smart TV
2583,4251,10,2025-02-09,123,76.4,Desktop
2584,2965,10,2025-01-30,101,62.7,Mobile
2585,2519,6,2024-09-23,108,76.1,Mobile
2586,4681,3,2024-06-25,83,90.2,Desktop
2587,154,5,2024-10-30,141,97.2,Desktop
2588,4762,5,2025-01-01,125,86.2,Mobile
2589,409,1,2025-03-18,97,95.1,Smart TV
2590,540,1,2025-01-01,81,79.4,Smart TV
2591,3915,8,2024-12-30,34,28.1,Desktop
2592,3322,5,2024-12-13,47,32.4,Desktop
2593,2144,3,2024-08-18,51,55.4,Mobile
2594,4912,4,2024-09-27,110,69.2,Mobile
2595,2199,10,2024-07-01,26,16.1,Mobile
2596,3824,6,2024-10-02,42,29.6,Mobile
2597,3770,2,2024-09-03,101,100.0,Desktop
2598,540,7,2024-10-11,44,43.6,Tablet
2599,4683,6,2024-06-07,112,78.9,Mobile
2600,2179,2,2024-08-04,71,70.3,Desktop
2601,4322,4,2024-10-18,89,56.0,Tablet
2602,1294,5,2025-03-22,46,31.7,Desktop
2603,3404,6,2025-02-02,111,78.2,Tablet
2604,2042,2,2024-06-11,50,49.5,Desktop
2605,1340,3,2024-11-02,60,65.2,Tablet
2606,2658,4,2024-06-06,108,67.9,Mobile
2607,4958,4,2025-03-16,41,25.8,Mobile
2608,456,10,2025-01-08,14,8.7,Smart TV
2609,554,8,2024-11-07,57,47.1,Smart TV
2610,4123,3,2025-02-06,62,67.4,Desktop
2611,2129,6,2024-06-27,86,60.6,Smart TV
2612,2037,3,2024-08-03,87,94.6,Tablet
2613,4905,10,2024-08-13,131,81.4,Mobile
2614,2980,7,2024-10-16,61,60.4,Desktop
2615,2505,10,2024-09-27,55,34.2,Tablet
2616,2271,10,2024-11-11,9,5.6,Desktop
2617,2841,10,2024-08-29,51,31.7,Tablet
2618,1823,9,2024-11-19,93,94.9,Tablet
2619,4186,4,2024-07-21,68,42.8,Desktop
2620,3944,4,2024-09-28,10,6.3,Smart TV
2621,1706,6,2024-06-26,68,47.9,Desktop
2622,2542,4,2024-07-22,113,71.1,Desktop
2623,3897,3,2024-10-08,42,45.7,Mobile
2624,3067,10,2024-09-06,142,88.2,Tablet
2625,1981,3,2024-09-26,12,13.0,Smart TV
2626,595,1,2024-12-22,46,45.1,Mobile
2627,1082,3,2024-11-15,36,39.1,Mobile
2628,736,1,2024-12-05,67,65.7,Smart TV
2629,4085,6,2024-06-28,141,99.3,Smart TV
2630,1245,1,2024-08-17,39,38.2,Smart TV
2631,2504,6,2024-07-07,105,73.9,Mobile
2632,3042,10,2024-12-08,45,28.0,Mobile
2633,1906,3,2025-02-17,46,50.0,Mobile
2634,4235,8,2024-07-09,103,85.1,Mobile
2635,175,4,2024-11-26,93,58.5,Desktop
2636,561,5,2025-01-27,70,48.3,Mobile
2637,2573,6,2024-12-01,132,93.0,Tablet
2638,3541,2,2024-09-27,55,54.5,Desktop
2639,1077,9,2024-10-21,85,86.7,Tablet
2640,3528,4,2024-08-01,9,5.7,Tablet
2641,4395,3,2024-12-04,14,15.2,Tablet
2642,1077,4,2024-06-05,85,53.5,Mobile
2643,600,8,2024-11-08,60,49.6,Mobile
2644,449,5,2024-11-08,44,30.3,Tablet
2645,3441,9,2025-01-15,50,51.0,Tablet
2646,1556,2,2024-09-19,44,43.6,Tablet
2647,345,1,2024-06-20,69,67.6,Mobile
2648,2331,1,2024-12-31,15,14.7,Mobile
2649,1774,1,2024-08-16,98,96.1,Tablet
2650,4103,9,2025-03-13,72,73.5,Mobile
2651,1697,9,2024-06-20,81,82.7,Smart TV
2652,939,7,2024-12-15,89,88.1,Desktop
2653,933,9,2024-12-26,71,72.4,Tablet
2654,2887,9,2024-07-16,98,100.0,Smart TV
2655,375,7,2024-11-27,81,80.2,Mobile
2656,2737,10,2024-12-22,102,63.4,Desktop
2657,1443,7,2025-02-24,66,65.3,Mobile
2658,1279,1,2025-02-05,66,64.7,Desktop
2659,4539,1,2024-07-28,97,95.1,Smart TV
2660,1583,8,2025-01-21,24,19.8,Desktop
2661,2317,6,2024-06-10,112,78.9,Tablet
2662,236,9,2025-03-01,33,33.7,Desktop
2663,4946,1,2025-01-14,56,54.9,Smart TV
2664,2092,2,2024-11-25,87,86.1,Smart TV
2665,1675,10,2024-12-28,145,90.1,Tablet
2666,3175,2,2025-02-02,38,37.6,Smart TV
2667,3562,10,2024-12-12,14,8.7,Tablet
2668,561,8,2025-03-15,52,43.0,Smart TV
2669,828,8,2024-07-14,119,98.3,Tablet
2670,3532,5,2024-06-24,95,65.5,Smart TV
2671,3295,10,2024-09-15,98,60.9,Smart TV
2672,4127,4,2024-06-25,27,17.0,Tablet
2673,1201,4,2024-06-09,155,97.5,Mobile
2674,4336,3,2024-11-25,49,53.3,Tablet
2675,1968,6,2025-01-27,59,41.5,Tablet
2676,1983,8,2024-06-10,106,87.6,Desktop
2677,4057,2,2025-03-13,53,52.5,Tablet
2678,1318,2,2024-12-30,80,79.2,Mobile
2679,4486,6,2025-02-02,77,54.2,Desktop
2680,1177,1,2024-10-13,18,17.6,Mobile
2681,2377,3,2024-11-20,52,56.5,Smart TV
2682,474,1,2024-11-23,89,87.3,Smart TV
2683,4156,10,2024-06-19,13,8.1,Desktop
2684,3289,10,2025-01-21,131,81.4,Desktop
2685,3919,9,2024-08-09,70,71.4,Smart TV
2686,3210,7,2024-09-18,17,16.8,Mobile
2687,2038,4,2025-02-25,77,48.4,Desktop
2688,246,1,2025-03-25,8,7.8,Mobile
2689,2564,5,2024-08-20,62,42.8,Smart TV
2690,146,10,2025-02-07,62,38.5,Smart TV
2691,4655,2,2025-03-17,61,60.4,Tablet
2692,3386,6,2024-12-16,74,52.1,Desktop
2693,4068,9,2024-09-08,84,85.7,Smart TV
2694,4962,2,2024-12-11,71,70.3,Desktop
2695,1272,3,2025-01-18,48,52.2,Smart TV
2696,35,7,2024-08-24,12,11.9,Desktop
2697,1063,4,2024-09-23,14,8.8,Smart TV
2698,3132,1,2025-01-26,52,51.0,Tablet
2699,2945,2,2024-07-11,28,27.7,Smart TV
2700,357,9,2024-10-13,77,78.6,Mobile
2701,1360,9,2025-02-15,85,86.7,Mobile
2702,3382,6,2024-12-24,22,15.5,Tablet
2703,4443,1,2024-07-29,95,93.1,Desktop
2704,1042,4,2025-02-05,153,96.2,Smart TV
2705,276,5,2025-03-26,129,89.0,Tablet
2706,680,4,2024-11-15,111,69.8,Desktop
2707,2646,8,2025-03-10,55,45.5,Smart TV
2708,1273,5,2024-06-08,82,56.6,Desktop
2709,4550,3,2024-08-16,38,41.3,Smart TV
2710,3219,9,2024-09-06,74,75.5,Mobile
2711,1923,4,2025-01-23,123,77.4,Mobile
2712,341,5,2024-09-24,98,67.6,Mobile
2713,259,2,2024-08-18,73,72.3,Tablet
2714,4811,7,2024-08-02,85,84.2,Smart TV
2715,2037,2,2025-03-21,82,81.2,Tablet
2716,699,1,2024-06-13,54,52.9,Smart TV
2717,758,8,2025-02-12,105,86.8,Mobile
2718,1026,2,2024-11-09,79,78.2,Tablet
2719,2489,10,2025-02-04,41,25.5,Tablet
2720,1732,9,2024-10-27,75,76.5,Mobile
2721,2145,1,2024-07-11,33,32.4,Smart TV
2722,572,2,2025-02-20,30,29.7,Mobile
2723,849,2,2024-11-07,76,75.2,Mobile
2724,1897,6,2024-08-20,26,18.3,Smart TV
2725,4811,2,2024-06-02,61,60.4,Smart TV
2726,316,5,2025-02-13,120,82.8,Smart TV
2727,4691,7,2024-10-19,5,5.0,Mobile
2728,820,7,2024-10-30,63,62.4,Tablet
2729,567,9,2024-06-12,32,32.7,Desktop
2730,2898,2,2024-12-17,38,37.6,Smart TV
2731,1026,6,2024-08-18,126,88.7,Tablet
2732,4913,6,2024-10-16,125,88.0,Mobile
2733,2194,8,2024-06-14,97,80.2,Desktop
2734,2176,4,2024-10-11,120,75.5,Tablet
2735,1882,1,2024-10-05,82,80.4,Mobile
2736,2367,4,2024-07-16,105,66.0,Desktop
2737,581,7,2024-06-03,43,42.6,Tablet
2738,1375,1,2025-01-05,33,32.4,Tablet
2739,536,6,2025-03-12,64,45.1,Mobile
2740,3249,6,2024-10-02,130,91.5,Mobile
2741,220,1,2025-03-01,15,14.7,Tablet
2742,3335,6,2024-07-19,80,56.3,Desktop
2743,3246,6,2024-06-20,62,43.7,Tablet
2744,504,5,2024-10-22,10,6.9,Tablet
2745,3277,5,2025-01-24,138,95.2,Smart TV
2746,4784,9,2025-02-21,53,54.1,Smart TV
2747,4234,9,2024-07-06,37,37.8,Tablet
2748,2019,1,2024-12-25,88,86.3,Mobile
2749,3736,1,2025-01-26,11,10.8,Mobile
2750,3984,2,2024-09-22,61,60.4,Tablet
2751,4879,6,2024-09-10,84,59.2,Desktop
2752,4324,1,2024-07-23,61,59.8,Mobile
2753,874,2,2025-03-21,61,60.4,Tablet
2754,2278,1,2024-06-13,9,8.8,Desktop
2755,2348,2,2024-10-29,39,38.6,Mobile
2756,4849,6,2025-01-03,90,63.4,Tablet
2757,1904,5,2024-09-28,63,43.4,Smart TV
2758,2806,10,2024-12-09,109,67.7,Desktop
2759,893,4,2025-02-01,150,94.3,Mobile
2760,2951,4,2024-10-03,64,40.3,Mobile
2761,4798,1,2025-03-26,44,43.1,Desktop
2762,3312,7,2024-11-26,85,84.2,Desktop
2763,915,7,2025-01-31,96,95.0,Tablet
2764,3723,4,2024-09-19,31,19.5,Smart TV
2765,1268,7,2024-10-18,93,92.1,Tablet
2766,4589,3,2024-11-26,30,32.6,Tablet
2767,1257,6,2025-02-01,67,47.2,Tablet
2768,758,9,2024-10-12,63,64.3,Mobile
2769,4723,4,2024-09-11,75,47.2,Mobile
2770,3200,8,2025-01-12,82,67.8,Mobile
2771,2993,7,2024-12-04,5,5.0,Mobile
2772,1876,8,2024-11-11,116,95.9,Tablet
2773,971,10,2024-08-02,37,23.0,Tablet
2774,201,3,2024-12-19,48,52.2,Desktop
2775,3221,6,2024-11-02,72,50.7,Tablet
2776,4384,4,2025-01-16,156,98.1,Mobile
2777,2685,2,2024-12-02,42,41.6,Tablet
2778,4910,1,2024-09-30,34,33.3,Smart TV
2779,812,3,2025-03-04,65,70.7,Tablet
2780,4778,7,2024-08-17,100,99.0,Smart TV
2781,4951,6,2024-06-29,37,26.1,Smart TV
2782,1423,1,2024-12-17,84,82.4,Mobile
2783,658,1,2024-07-27,11,10.8,Mobile
2784,3475,2,2024-07-08,46,45.5,Tablet
2785,3766,2,2024-09-07,79,78.2,Smart TV
2786,671,5,2024-08-11,136,93.8,Mobile
2787,385,4,2025-03-12,5,3.1,Desktop
2788,2482,4,2024-12-10,140,88.1,Mobile
2789,3917,9,2024-08-05,56,57.1,Desktop
2790,503,4,2024-10-14,23,14.5,Smart TV
2791,4046,9,2025-01-25,20,20.4,Desktop
2792,2597,7,2025-01-01,51,50.5,Mobile
2793,1036,10,2024-07-07,40,24.8,Desktop
2794,3365,3,2024-09-18,7,7.6,Mobile
2795,3258,9,2024-10-26,98,100.0,Mobile
2796,518,8,2024-09-23,54,44.6,Mobile
2797,3388,3,2024-10-13,29,31.5,Mobile
2798,1956,7,2025-01-03,82,81.2,Desktop
2799,3391,6,2025-01-23,21,14.8,Tablet
2800,1998,5,2024-08-15,8,5.5,Desktop
2801,4683,10,2024-09-25,22,13.7,Desktop
2802,4372,6,2024-08-16,40,28.2,Tablet
2803,834,8,2024-08-29,121,100.0,Tablet
2804,3778,10,2025-03-26,66,41.0,Smart TV
2805,2629,10,2024-08-24,150,93.2,Desktop
2806,3396,6,2024-10-10,52,36.6,Smart TV
2807,2281,5,2024-10-06,138,95.2,Tablet
2808,4156,9,2024-07-28,60,61.2,Mobile
2809,1824,2,2024-09-22,44,43.6,Mobile
2810,200,7,2025-02-22,37,36.6,Mobile
2811,3924,6,2024-07-14,132,93.0,Smart TV
2812,4865,6,2024-06-29,94,66.2,Tablet
2813,4348,3,2025-02-01,66,71.7,Mobile
2814,4728,3,2024-07-21,50,54.3,Desktop
2815,2183,1,2024-12-17,96,94.1,Desktop
2816,953,8,2024-12-29,26,21.5,Desktop
2817,185,7,2024-09-19,55,54.5,Desktop
2818,4168,4,2024-10-31,87,54.7,Mobile
2819,1436,9,2024-11-11,5,5.1,Smart TV
2820,4652,10,2025-02-06,155,96.3,Tablet
2821,4680,4,2024-09-09,121,76.1,Smart TV
2822,4743,8,2024-11-09,114,94.2,Smart TV
2823,1197,2,2024-10-09,77,76.2,Tablet
2824,603,5,2024-07-03,26,17.9,Tablet
2825,3736,4,2024-06-07,105,66.0,Desktop
2826,1216,9,2024-11-29,59,60.2,Tablet
2827,3532,8,2024-07-24,115,95.0,Mobile
2828,4552,3,2024-10-28,51,55.4,Desktop
2829,251,4,2024-06-08,58,36.5,Mobile
2830,2042,6,2024-06-17,106,74.6,Desktop
2831,2071,10,2025-03-14,47,29.2,Desktop
2832,1829,9,2024-08-27,64,65.3,Mobile
2833,4274,1,2025-02-24,65,63.7,Desktop
2834,3616,2,2024-09-26,26,25.7,Tablet
2835,4463,6,2024-11-26,79,55.6,Desktop
2836,3867,3,2024-08-08,5,5.4,Mobile
2837,3680,2,2024-06-12,83,82.2,Smart TV
2838,3850,3,2024-10-08,74,80.4,Mobile
2839,1313,7,2025-02-06,92,91.1,Tablet
2840,2673,4,2024-07-04,106,66.7,Desktop
2841,2896,10,2024-11-17,88,54.7,Mobile
2842,2978,1,2024-07-12,7,6.9,Mobile
2843,2487,9,2025-03-03,19,19.4,Smart TV
2844,3517,3,2024-08-28,21,22.8,Desktop
2845,1719,1,2025-01-01,6,5.9,Mobile
2846,1057,8,2024-10-02,22,18.2,Smart TV
2847,4334,1,2024-09-27,24,23.5,Mobile
2848,1167,4,2024-10-19,74,46.5,Desktop
2849,1677,8,2025-03-22,47,38.8,Mobile
2850,1160,7,2025-03-14,78,77.2,Mobile
2851,3405,10,2024-12-20,33,20.5,Desktop
2852,3493,2,2024-12-15,59,58.4,Tablet
2853,2038,5,2024-09-14,7,4.8,Mobile
2854,2282,5,2024-10-08,100,69.0,Mobile
2855,816,1,2025-01-10,54,52.9,Tablet
2856,36,5,2024-06-16,123,84.8,Smart TV
2857,4525,5,2024-06-15,89,61.4,Mobile
2858,4013,6,2024-12-26,29,20.4,Smart TV
2859,3383,3,2024-08-27,79,85.9,Mobile
2860,2423,10,2024-07-20,38,23.6,Mobile
2861,2604,6,2024-06-10,6,4.2,Tablet
2862,3406,10,2024-07-21,151,93.8,Desktop
2863,1331,2,2024-11-17,47,46.5,Smart TV
2864,1333,3,2024-08-08,36,39.1,Mobile
2865,4492,6,2024-09-07,133,93.7,Tablet
2866,2492,8,2024-09-29,86,71.1,Smart TV
2867,2508,5,2025-02-10,19,13.1,Tablet
2868,1626,3,2024-12-04,48,52.2,Mobile
2869,949,2,2024-11-16,16,15.8,Desktop
2870,4150,6,2025-01-09,86,60.6,Desktop
2871,4451,8,2025-03-10,62,51.2,Desktop
2872,1811,7,2024-07-13,10,9.9,Tablet
2873,4814,5,2024-06-10,141,97.2,Desktop
2874,2939,1,2025-03-01,37,36.3,Mobile
2875,965,10,2025-03-06,125,77.6,Tablet
2876,1076,2,2024-08-31,44,43.6,Desktop
2877,2417,6,2024-12-04,89,62.7,Desktop
2878,2889,1,2025-03-16,46,45.1,Tablet
2879,3645,8,2025-02-09,46,38.0,Mobile
2880,1544,2,2025-01-16,92,91.1,Desktop
2881,2503,1,2024-11-17,95,93.1,Tablet
2882,3623,7,2024-10-07,23,22.8,Smart TV
2883,3188,2,2024-06-01,16,15.8,Smart TV
2884,3808,9,2024-06-20,78,79.6,Mobile
2885,1488,6,2024-07-30,47,33.1,Desktop
2886,4274,4,2024-12-10,102,64.2,Mobile
2887,1604,1,2024-10-18,70,68.6,Tablet
2888,577,7,2024-08-06,92,91.1,Desktop
2889,4062,1,2024-10-22,92,90.2,Tablet
2890,958,2,2024-10-05,99,98.0,Tablet
2891,1038,10,2025-01-25,157,97.5,Mobile
2892,399,6,2024-09-21,105,73.9,Desktop
2893,3980,9,2025-03-04,91,92.9,Smart TV
2894,2995,3,2025-03-15,70,76.1,Tablet
2895,860,9,2025-03-07,88,89.8,Smart TV
2896,3830,4,2024-12-20,152,95.6,Desktop
2897,4657,1,2024-06-05,96,94.1,Mobile
2898,4067,8,2025-03-28,35,28.9,Smart TV
2899,2435,10,2024-10-20,154,95.7,Smart TV
2900,2070,8,2024-11-06,92,76.0,Smart TV
2901,3702,2,2024-12-24,10,9.9,Desktop
2902,3159,7,2024-11-23,22,21.8,Smart TV
2903,3703,4,2024-11-29,81,50.9,Mobile
2904,2123,7,2024-10-06,8,7.9,Smart TV
2905,1715,10,2025-02-20,136,84.5,Smart TV
2906,3786,10,2025-03-21,18,11.2,Tablet
2907,2575,6,2025-01-17,134,94.4,Desktop
2908,3414,8,2025-03-10,47,38.8,Mobile
2909,4312,7,2024-11-06,66,65.3,Desktop
2910,4005,5,2024-09-16,14,9.7,Mobile
2911,802,8,2025-01-25,88,72.7,Tablet
2912,1584,7,2024-11-09,17,16.8,Mobile
2913,4161,1,2025-03-01,67,65.7,Desktop
2914,1284,7,2024-08-16,79,78.2,Desktop
2915,2635,4,2024-10-23,133,83.6,Mobile
2916,3349,4,2025-03-25,53,33.3,Smart TV
2917,2729,3,2024-06-23,75,81.5,Desktop
2918,1133,4,2024-12-19,27,17.0,Smart TV
2919,3757,4,2024-09-30,45,28.3,Smart TV
2920,2333,6,2025-01-17,35,24.6,Desktop
2921,1544,5,2024-08-11,18,12.4,Desktop
2922,3950,4,2025-02-05,73,45.9,Mobile
2923,2702,5,2024-06-18,113,77.9,Desktop
2924,3016,6,2024-11-24,85,59.9,Tablet
2925,302,1,2024-06-21,24,23.5,Tablet
2926,2061,2,2024-07-08,65,64.4,Desktop
2927,2175,7,2024-12-02,44,43.6,Smart TV
2928,3209,8,2024-07-27,107,88.4,Desktop
2929,4618,2,2024-10-06,75,74.3,Mobile
2930,117,3,2025-01-01,66,71.7,Smart TV
2931,3320,1,2024-07-23,61,59.8,Desktop
2932,4433,3,2024-09-30,24,26.1,Mobile
2933,2426,6,2024-10-24,103,72.5,Tablet
2934,2890,9,2024-10-06,93,94.9,Mobile
2935,3029,5,2024-11-13,99,68.3,Smart TV
2936,419,10,2024-08-04,90,55.9,Tablet
2937,3512,4,2024-06-04,90,56.6,Tablet
2938,4415,8,2024-11-07,67,55.4,Desktop
2939,3999,4,2024-12-27,40,25.2,Desktop
2940,506,10,2024-10-13,158,98.1,Tablet
2941,4257,1,2024-08-31,8,7.8,Desktop
2942,3089,7,2024-08-12,77,76.2,Tablet
2943,1506,10,2024-09-03,9,5.6,Desktop
2944,3639,1,2024-12-09,77,75.5,Smart TV
2945,854,1,2025-01-21,56,54.9,Mobile
2946,3787,7,2024-06-13,87,86.1,Mobile
2947,1415,6,2024-06-20,32,22.5,Mobile
2948,1711,4,2024-10-08,154,96.9,Smart TV
2949,3745,10,2025-01-10,13,8.1,Tablet
2950,3133,3,2024-09-02,19,20.7,Mobile
2951,1587,9,2024-09-30,88,89.8,Desktop
2952,4885,10,2024-08-20,23,14.3,Tablet
2953,922,10,2024-06-02,42,26.1,Smart TV
2954,3936,4,2024-07-14,11,6.9,Desktop
2955,346,3,2024-06-29,58,63.0,Desktop
2956,1911,3,2025-01-24,70,76.1,Tablet
2957,3720,5,2024-06-28,51,35.2,Smart TV
2958,4023,5,2025-03-05,87,60.0,Tablet
2959,1191,3,2024-07-02,75,81.5,Tablet
2960,1301,4,2025-02-21,43,27.0,Mobile
2961,3453,2,2025-03-23,26,25.7,Mobile
2962,3408,5,2025-01-01,71,49.0,Smart TV
2963,2655,9,2024-08-10,79,80.6,Smart TV
2964,108,8,2025-03-18,57,47.1,Tablet
2965,3495,1,2024-10-14,87,85.3,Tablet
2966,2106,3,2024-11-23,85,92.4,Desktop
2967,1782,6,2025-01-18,123,86.6,Tablet
2968,4054,5,2025-03-08,125,86.2,Smart TV
2969,30,1,2024-10-18,61,59.8,Tablet
2970,3835,6,2025-01-21,127,89.4,Mobile
2971,1166,7,2025-02-19,16,15.8,Tablet
2972,2510,3,2024-08-19,74,80.4,Tablet
2973,4905,9,2024-08-09,12,12.2,Desktop
2974,584,7,2024-12-11,92,91.1,Smart TV
2975,220,2,2024-06-01,61,60.4,Smart TV
2976,611,4,2025-02-20,131,82.4,Tablet
2977,3172,1,2024-12-21,47,46.1,Mobile
2978,3289,4,2024-12-11,24,15.1,Smart TV
2979,4729,8,2024-12-06,116,95.9,Mobile
2980,4773,3,2025-02-24,64,69.6,Desktop
2981,2151,2,2024-08-08,27,26.7,Smart TV
2982,2213,4,2024-07-13,100,62.9,Tablet
2983,4726,1,2024-07-14,15,14.7,Smart TV
2984,4279,9,2025-01-12,7,7.1,Mobile
2985,10,2,2025-02-19,65,64.4,Tablet
2986,842,8,2024-12-05,116,95.9,Desktop
2987,3829,1,2024-07-23,66,64.7,Mobile
2988,2337,8,2024-06-30,110,90.9,Smart TV
2989,3479,4,2025-03-08,62,39.0,Smart TV
2990,3108,8,2025-01-18,81,66.9,Desktop
2991,682,5,2024-06-28,110,75.9,Smart TV
2992,287,2,2025-03-20,16,15.8,Mobile
2993,3842,1,2024-06-27,91,89.2,Mobile
2994,2967,8,2024-06-15,76,62.8,Desktop
2995,394,1,2024-08-16,52,51.0,Smart TV
2996,1340,5,2024-09-26,126,86.9,Desktop
2997,98,1,2024-08-28,15,14.7,Tablet
2998,2204,6,2025-01-22,126,88.7,Smart TV
2999,3460,4,2024-11-12,158,99.4,Tablet
3000,1369,5,2024-11-25,70,48.3,Desktop
3001,2113,7,2024-08-24,89,88.1,Mobile
3002,3314,5,2024-10-24,26,17.9,Mobile
3003,3612,6,2024-10-28,59,41.5,Mobile
3004,1538,6,2024-10-01,28,19.7,Tablet
3005,3639,10,2025-01-03,63,39.1,Tablet
3006,3665,10,2024-12-12,160,99.4,Mobile
3007,4344,7,2024-11-11,5,5.0,Smart TV
3008,725,8,2025-01-21,103,85.1,Smart TV
3009,2976,10,2025-02-22,16,9.9,Smart TV
3010,4229,10,2025-02-16,105,65.2,Mobile
3011,4819,5,2024-06-18,74,51.0,Mobile
3012,4124,4,2024-12-23,91,57.2,Desktop
3013,2913,5,2025-01-14,16,11.0,Smart TV
3014,220,5,2025-03-17,89,61.4,Tablet
3015,2118,4,2024-12-09,51,32.1,Desktop
3016,3616,6,2024-07-26,42,29.6,Mobile
3017,465,2,2025-02-21,16,15.8,Smart TV
3018,2051,2,2024-12-28,73,72.3,Tablet
3019,4538,9,2024-11-12,83,84.7,Desktop
3020,1989,3,2024-11-30,14,15.2,Tablet
3021,1718,2,2024-06-27,69,68.3,Tablet
3022,4358,4,2024-06-05,75,47.2,Mobile
3023,3430,3,2024-10-14,23,25.0,Desktop
3024,1100,6,2024-06-05,131,92.3,Smart TV
3025,4479,6,2024-08-23,80,56.3,Tablet
3026,4996,9,2024-08-12,18,18.4,Mobile
3027,2093,5,2025-03-04,125,86.2,Smart TV
3028,3167,8,2024-06-03,44,36.4,Smart TV
3029,2031,3,2025-01-20,79,85.9,Mobile
3030,4487,8,2024-10-08,97,80.2,Tablet
3031,2149,3,2025-01-07,15,16.3,Mobile
3032,4089,8,2024-11-20,28,23.1,Mobile
3033,1181,5,2024-09-01,93,64.1,Tablet
3034,3506,8,2025-02-13,115,95.0,Tablet
3035,4299,10,2025-01-23,143,88.8,Tablet
3036,2284,6,2024-11-16,80,56.3,Smart TV
3037,2416,8,2024-07-06,102,84.3,Desktop
3038,947,5,2024-08-09,6,4.1,Desktop
3039,2690,7,2025-01-09,5,5.0,Desktop
3040,525,8,2025-03-25,47,38.8,Desktop
3041,2042,5,2025-02-20,101,69.7,Mobile
3042,2284,2,2025-02-26,24,23.8,Smart TV
3043,4949,5,2024-10-03,127,87.6,Tablet
3044,974,6,2024-07-06,109,76.8,Smart TV
3045,3294,7,2024-08-09,75,74.3,Desktop
3046,3813,4,2024-06-15,20,12.6,Tablet
3047,4248,6,2024-06-16,69,48.6,Smart TV
3048,3103,4,2024-06-18,31,19.5,Desktop
3049,2454,3,2024-10-02,62,67.4,Desktop
3050,3605,1,2024-08-30,32,31.4,Tablet
3051,3391,2,2024-08-22,73,72.3,Smart TV
3052,2885,5,2025-01-01,121,83.4,Desktop
3053,1066,2,2024-07-10,18,17.8,Desktop
3054,118,9,2025-02-07,94,95.9,Desktop
3055,4421,9,2024-06-25,67,68.4,Tablet
3056,2613,7,2024-10-31,14,13.9,Smart TV
3057,2715,10,2025-02-18,135,83.9,Tablet
3058,2898,7,2025-01-08,34,33.7,Smart TV
3059,4284,5,2024-06-15,25,17.2,Desktop
3060,4279,9,2024-08-30,92,93.9,Smart TV
3061,1404,3,2025-02-23,14,15.2,Tablet
3062,340,7,2024-11-09,79,78.2,Smart TV
3063,4963,7,2025-02-25,80,79.2,Smart TV
3064,4109,3,2024-08-20,73,79.3,Smart TV
3065,295,8,2024-11-16,118,97.5,Desktop
3066,650,1,2024-09-21,36,35.3,Desktop
3067,4551,10,2025-01-22,143,88.8,Mobile
3068,1306,3,2024-06-09,31,33.7,Desktop
3069,4285,7,2025-01-10,53,52.5,Smart TV
3070,3937,3,2025-03-07,61,66.3,Tablet
3071,4437,3,2024-11-21,59,64.1,Desktop
3072,4336,8,2025-01-23,23,19.0,Tablet
3073,1993,1,2024-08-16,97,95.1,Mobile
3074,3677,9,2025-03-15,66,67.3,Desktop
3075,656,5,2024-06-04,117,80.7,Tablet
3076,4399,3,2024-09-25,90,97.8,Desktop
3077,3017,5,2025-02-01,93,64.1,Desktop
3078,1422,6,2024-09-07,113,79.6,Desktop
