campaign_id,movie_id,channel,spend_usd,impressions,clicks,conversions,campaign_month
2541,1,TV,99684.04,4800718,226127,20275,2024-11
2542,4,Email,60950.1,3111617,73701,5483,2025-01
2543,6,Email,70443.53,1626340,57868,1345,2024-12
2544,7,Search Ads,48599.52,4639455,41240,3996,2024-09
2545,7,Display,66959.52,2906796,29843,1680,2024-11
2546,8,Email,46037.13,468980,16107,2369,2025-01
2547,5,Search Ads,87844.72,912420,30020,758,2024-11
2548,5,TV,26849.79,3407666,36404,5390,2024-08
2549,9,Influencer,43161.96,4190481,72234,5782,2025-04
2550,5,Influencer,36391.69,4618232,70949,4970,2024-10
2551,2,Social Media,80475.64,950860,26712,3682,2025-03
2552,7,Social Media,82993.74,2512250,71174,4872,2025-03
2553,5,Social Media,44382.43,4922471,119013,6300,2025-01
2554,10,Search Ads,70872.55,4414325,133454,8052,2024-09
2555,1,TV,17270.83,4171273,120769,5635,2025-04
2556,3,TV,96634.61,709001,17783,1676,2025-04
2557,10,Influencer,81793.61,1704749,64313,7575,2025-04
2558,6,Search Ads,86801.52,532371,20524,1776,2024-09
2559,1,Search Ads,48445.8,3922889,103243,6852,2025-02
2560,10,Display,10024.34,4501004,37781,4076,2024-09
2561,10,Social Media,31464.18,3976742,96400,10471,2024-12
2562,8,Email,87164.38,1690738,28806,2805,2025-02
2563,6,Influencer,25900.9,2755397,23288,791,2025-03
2564,7,Search Ads,25893.1,3037711,62841,3988,2024-10
2565,1,Social Media,18334.14,592972,15117,495,2025-03
2566,8,Social Media,65064.17,2168343,29366,1903,2025-01
2567,8,Search Ads,8525.21,134616,6354,622,2025-02
2568,10,Email,92500.56,472812,20256,2919,2024-12
2569,3,Display,89421.31,2428878,59635,7001,2024-08
2570,10,Email,27167.48,2264369,42742,2027,2024-08
2571,1,Influencer,73974.3,3058054,138194,5645,2025-04
2572,10,Email,39965.29,1180922,58569,4307,2024-11
2573,8,TV,98790.3,2931550,136729,9170,2024-10
2574,9,Search Ads,47762.56,2100443,37365,4023,2024-10
2575,5,Display,54999.72,1306540,26146,1682,2025-01
2576,9,Search Ads,82271.06,1672016,44628,3254,2025-03
2577,10,Email,47766.04,1296504,43842,2670,2024-10
2578,2,Influencer,48523.05,2069427,79736,7483,2024-08
2579,5,Influencer,35632.35,4260499,212555,28494,2025-04
2580,3,Display,87585.6,4128611,99788,6967,2024-10
2581,4,Email,54816.49,1107013,18593,1682,2025-04
2582,10,Search Ads,15626.01,949814,40488,2960,2024-10
2583,4,Search Ads,49848.12,1587010,36943,1133,2025-01
2584,9,Influencer,95825.15,3121346,46213,6065,2024-09
2585,2,Search Ads,29811.05,754742,24263,3517,2024-09
2586,5,TV,58637.84,2415902,118688,2690,2025-03
2587,10,Search Ads,98812.03,1621828,81064,10723,2025-01
2588,9,Search Ads,69690.3,1394645,41689,3938,2024-08
2589,9,Display,46015.45,2405733,79067,5261,2025-02
2590,3,Social Media,22349.41,4814810,51172,1669,2025-04
2591,1,Social Media,39733.98,4376509,113699,13270,2024-08
2592,3,TV,2337.84,1560578,40600,3653,2025-04
2593,8,Email,96111.04,4877164,196240,10655,2024-07
2594,5,Display,96279.73,3083135,19388,2550,2024-08
2595,2,Social Media,71254.27,1062199,17375,593,2025-01
2596,7,Display,50001.24,3597579,133471,8582,2025-01
2597,2,Social Media,8955.25,2586602,129032,15409,2025-02
2598,10,Search Ads,78032.59,3200945,148328,13980,2025-04
2599,10,TV,8993.32,258017,8380,1009,2025-03
2600,6,Search Ads,20428.57,3816760,168486,7561,2025-02
2601,1,TV,22543.48,3446544,91753,2978,2024-11
2602,5,Search Ads,77073.41,17646,869,68,2024-11
2603,4,Influencer,19807.54,1920744,84794,10434,2024-07
2604,4,Display,80506.74,127404,5930,213,2024-12
2605,1,Display,77582.95,4877640,49514,6819,2024-08
2606,7,Influencer,53023.68,2796620,112500,6045,2024-11
2607,10,TV,28693.1,954290,4902,640,2024-09
2608,1,Display,81815.21,3020492,97690,6029,2024-09
2609,1,Search Ads,33547.97,2147309,73998,5055,2025-02
2610,2,Email,68147.64,1550891,55741,5397,2025-02
2611,10,Influencer,38660.54,1337750,37863,4015,2024-09
2612,2,TV,69093.62,1469667,44203,2020,2024-07
2613,2,Display,99861.73,4306900,77387,5837,2024-12
2614,10,Influencer,57651.44,1502203,35764,4908,2024-10
2615,9,Email,51854.48,3767824,127423,11023,2025-03
2616,10,Display,54826.54,1162285,34406,3005,2025-01
2617,6,Social Media,45966.76,1268422,56944,1969,2025-03
2618,9,Social Media,70769.16,2618612,63010,8817,2025-03
2619,7,Search Ads,84628.83,3063143,103123,9989,2024-10
2620,3,Influencer,64978.57,1520217,51492,7173,2025-03
2621,4,Influencer,10105.22,4433751,99542,5456,2024-07
2622,4,TV,70083.14,809133,7429,636,2025-03
2623,7,TV,66628.06,2822218,19904,2632,2025-01
2624,6,Social Media,41044.9,2830908,97357,12066,2025-03
2625,2,Email,93157.17,1121653,15760,1886,2025-04
2626,3,Search Ads,3273.61,3387367,78588,5794,2024-12
2627,3,Search Ads,54777.12,3667995,19124,2698,2025-02
2628,1,Email,71367.97,4892470,162397,8823,2024-11
2629,3,Email,90164.47,4957587,103625,11573,2025-04
2630,5,Search Ads,55545.78,3265625,158123,22063,2024-09
2631,3,Display,2131.81,4248190,87133,8137,2025-02
2632,4,Social Media,77927.55,2936008,131541,16685,2025-04
2633,10,Display,66768.75,4077914,195937,7789,2024-09
2634,3,TV,57005.65,753525,27919,1643,2024-09
2635,7,TV,44237.68,4265651,27352,977,2024-10
2636,7,TV,95673.32,2708084,53745,1195,2025-01
2637,6,Email,93049.74,3576917,175616,22776,2024-07
2638,8,Social Media,81370.38,4060911,127851,6577,2024-12
2639,4,Search Ads,47521.46,934361,9738,1455,2025-02
2640,7,Display,65449.99,1409541,62483,3837,2024-09
2641,2,TV,63474.24,3875369,116752,5149,2025-01
2642,6,Email,53288.49,2373208,49125,7209,2024-09
2643,6,Display,6172.42,831161,11461,484,2024-10
2644,5,Social Media,97492.08,896912,41876,5310,2024-09
2645,8,Display,75067.94,4133733,41441,3417,2024-08
2646,7,Social Media,62579.2,493604,4648,246,2025-03
2647,10,Search Ads,15042.2,4520097,50873,6489,2025-02
2648,6,Email,14819.89,3293088,68753,8710,2024-09
2649,4,TV,61380.68,1509385,40782,3435,2024-07
2650,9,Email,17224.85,1484301,45346,5733,2025-03
2651,7,Social Media,80517.4,765205,27348,864,2025-03
2652,2,Display,74260.57,3170592,107997,3970,2024-11
2653,8,Influencer,61355.33,1488281,8733,1163,2024-08
2654,5,Influencer,51517.07,1861664,25004,1069,2024-12
2655,9,Search Ads,99289.02,868851,23874,1035,2024-08
2656,2,Influencer,35688.27,2800631,65562,9739,2024-09
2657,5,Email,92982.55,645857,8507,723,2024-08
2658,4,Influencer,44798.06,2964762,53092,7354,2025-01
2659,4,Social Media,7533.77,4977558,30967,3445,2024-12
2660,4,TV,16347.43,2136783,64933,8306,2025-02
2661,10,TV,72202.68,3468008,109360,7430,2024-08
2662,9,Email,88965.2,1575885,74574,1631,2024-10
2663,9,Email,76513.31,4131263,69374,10322,2025-03
2664,7,TV,5904.92,4403166,57481,5848,2024-11
2665,4,Influencer,15594.78,1649644,56975,4159,2024-07
2666,1,Social Media,83676.34,959383,17704,1424,2025-03
2667,8,TV,84591.2,669244,7466,591,2025-03
2668,4,Search Ads,17816.35,391876,7773,619,2025-03
2669,6,Display,99269.06,281909,6735,425,2025-02
2670,6,Search Ads,2801.81,3134081,149890,8737,2024-12
2671,2,Email,40449.58,514264,5795,435,2024-10
2672,5,Social Media,75034.59,2646006,53171,6494,2024-11
2673,2,Social Media,89990.4,4858975,159471,13159,2025-03
2674,10,TV,78964.25,4052215,123477,10981,2025-03
2675,6,Display,4761.55,565697,19692,1723,2025-02
2676,5,TV,20902.61,3061835,131726,17066,2025-03
2677,6,TV,55159.07,214174,10618,1133,2024-10
2678,3,Social Media,61589.5,303281,6184,895,2024-12
2679,5,Social Media,71534.04,3222945,44465,3293,2024-09
2680,8,Social Media,95855.71,2928455,108284,3363,2025-04
2681,3,Influencer,94205.5,4787800,83163,10436,2024-10
2682,9,Influencer,75105.27,664078,13157,1775,2025-01
2683,3,Display,2100.38,281320,6151,562,2024-12
2684,9,TV,20863.48,4761248,171897,10701,2025-02
2685,5,TV,36234.47,3921298,172606,19495,2024-10
2686,6,TV,40885.23,1755114,21190,3065,2024-07
2687,9,TV,23224.67,2436472,116932,9217,2024-08
2688,7,Email,50490.48,1895601,69764,2535,2025-02
2689,4,Email,9028.1,676871,12392,1078,2025-02
2690,6,Influencer,98599.01,3918173,110458,4383,2025-02
2691,1,Social Media,60568.75,2606589,39662,4787,2025-02
2692,5,Search Ads,89396.17,830418,29298,1015,2024-10
2693,8,Search Ads,6675.0,4699398,38169,1899,2025-01
2694,4,Social Media,6969.29,1971297,73807,5310,2025-02
2695,8,Search Ads,51979.47,33547,441,31,2025-04
2696,10,Display,83043.69,3569808,146671,11237,2025-04
2697,1,Social Media,13093.37,3710372,110585,12881,2025-02
2698,4,Search Ads,73381.77,2802090,39536,4465,2024-09
2699,9,Search Ads,91771.07,3983716,173722,3478,2024-10
2700,10,Social Media,8596.72,2257762,36488,1776,2024-08
2701,2,TV,55479.89,4315197,35838,790,2024-07
2702,2,Search Ads,35595.85,1537883,29862,1560,2024-07
2703,10,Email,84552.63,2406636,57170,5379,2024-12
2704,5,Email,62152.19,3343502,121479,8675,2024-12
2705,1,Influencer,89591.9,1411332,56478,7277,2024-12
2706,7,Search Ads,88949.63,2856279,52253,2847,2024-11
2707,6,Social Media,54676.86,538867,15124,658,2025-01
2708,1,Influencer,66326.16,4475686,163949,22122,2025-04
2709,8,Display,50607.52,2744423,35458,5307,2024-08
2710,3,Email,60822.51,4551317,167717,15045,2024-09
2711,9,Email,91724.42,2247268,32860,992,2024-09
2712,5,Influencer,89186.07,1839313,86290,9819,2024-08
2713,7,Influencer,88103.04,2456732,72444,3636,2024-10
2714,10,TV,9123.24,3076795,97283,14303,2024-10
2715,6,Display,28633.87,1878128,86574,7213,2025-02
2716,7,Social Media,20457.11,3679636,56919,3903,2025-04
2717,5,Search Ads,86308.76,4538400,34350,1734,2024-12
2718,6,TV,55267.18,3943204,97594,6730,2025-02
2719,9,Search Ads,42148.66,1118650,34157,4788,2024-11
2720,6,Email,51764.45,774606,23050,3141,2024-10
2721,1,Social Media,71774.75,3734214,47516,5724,2025-04
2722,6,Search Ads,17251.77,3477632,116349,12285,2025-03
2723,8,Social Media,1583.95,323661,8645,918,2025-03
2724,3,Search Ads,52849.49,2867939,82717,7496,2025-02
2725,6,Email,59166.85,1738136,36977,1427,2025-04
2726,10,TV,10241.36,2790428,137252,6161,2025-01
2727,4,Influencer,46780.74,493416,16071,1703,2025-04
2728,3,Influencer,21337.51,4822083,44772,1429,2024-08
2729,2,Search Ads,11278.88,933526,28205,681,2025-03
2730,7,Search Ads,64511.82,351714,7488,288,2024-12
2731,5,TV,50041.66,2294423,37025,2034,2025-03
2732,8,Search Ads,56691.89,1505871,68076,5345,2024-07
2733,3,Display,46264.97,2523067,67395,8848,2025-01
2734,3,Search Ads,65878.6,2088912,64276,2216,2025-03
2735,9,TV,23937.76,3750451,73789,7029,2024-09
2736,5,Influencer,82873.66,4289466,168500,3542,2024-12
2737,8,Search Ads,60172.3,1679434,48219,4086,2025-01
2738,2,TV,11395.47,3640609,166680,23389,2025-01
2739,5,TV,53328.28,3750073,137340,18403,2024-08
2740,3,Influencer,9489.44,2480309,95873,8134,2025-02
2741,10,Social Media,65935.19,4816867,205598,20812,2025-01
2742,1,Search Ads,72334.64,4061703,166408,20017,2025-02
2743,1,Social Media,43545.42,2070781,94585,2075,2024-12
2744,2,Influencer,49273.62,95199,1739,68,2024-08
2745,8,Email,20894.56,1771463,66893,4064,2025-01
2746,5,Search Ads,84839.42,3157116,69719,9846,2024-07
2747,5,Email,88781.74,4496155,103277,7324,2024-07
2748,2,Email,44504.69,4160483,57598,8485,2024-11
2749,1,Influencer,72376.6,1376327,11316,460,2024-07
2750,5,Search Ads,97328.57,766162,17493,1003,2025-01
2751,9,Search Ads,70212.42,1899332,37283,3277,2024-11
2752,10,TV,2277.22,4375284,89049,13050,2024-10
2753,6,Search Ads,69520.15,4373193,165761,18008,2024-11
2754,3,Social Media,40682.2,2294742,56855,7782,2025-02
2755,4,Influencer,82140.62,3773198,28700,1810,2024-10
2756,2,Social Media,68280.53,4881047,133734,10520,2025-04
2757,3,Social Media,60709.9,1525320,53040,7676,2025-03
2758,3,TV,60598.81,4810724,102941,12688,2024-12
2759,6,Influencer,7218.23,2373282,78251,4269,2024-09
2760,2,Social Media,36353.26,2511487,59648,3779,2025-04
2761,8,Display,32113.22,1871271,70305,2395,2024-12
2762,2,Search Ads,24914.14,1545361,25628,3290,2024-12
2763,9,Display,79538.56,2104278,78048,6977,2024-11
2764,6,Influencer,81086.07,1672845,22853,810,2024-10
2765,8,Display,58106.14,1201688,44179,1217,2024-07
2766,5,Social Media,53217.93,1661851,53221,6880,2025-01
2767,5,TV,25452.96,827498,18110,1827,2024-08
2768,9,Search Ads,64024.85,2122555,105420,11570,2024-07
2769,6,TV,74240.26,4539585,111758,12909,2024-12
2770,9,Email,9670.17,4503761,46269,1341,2024-07
2771,10,Social Media,49169.94,3410872,92998,10360,2024-11
2772,3,Email,57615.25,124678,3135,426,2024-10
2773,7,TV,20209.33,1058344,48758,986,2024-10
2774,7,TV,7172.94,1475369,31368,3944,2025-01
2775,4,TV,79259.49,1263969,44579,1218,2025-03
2776,2,Social Media,63415.49,2406816,90678,13185,2025-02
2777,7,Display,29376.68,3039376,46289,6388,2025-04
2778,5,Search Ads,52777.93,4995743,126357,9268,2024-10
2779,6,Display,9735.43,1403262,26807,2239,2024-07
2780,8,Display,55621.47,183909,4671,229,2024-09
2781,10,Influencer,18910.81,1040576,19591,1984,2024-08
2782,9,Email,73414.7,1246418,23868,2008,2024-10
2783,3,Social Media,44488.68,2008922,39514,5700,2025-01
2784,3,Display,48182.04,1295405,55077,5899,2025-03
2785,7,Display,11401.24,3499389,111518,13449,2024-08
2786,9,Influencer,30557.91,4425933,70936,5083,2025-02
2787,4,Influencer,52551.79,4263124,151834,12544,2024-08
2788,8,Display,84576.06,4765257,81006,5492,2024-07
2789,3,Email,64878.34,1147979,19854,642,2025-01
2790,7,Influencer,57025.34,194190,2400,235,2024-08
2791,5,Influencer,43978.71,2547047,121083,3692,2025-04
2792,4,Social Media,6688.66,4990259,182089,6370,2024-09
2793,4,Search Ads,93661.03,4071531,146740,12644,2024-09
2794,8,TV,64967.97,3585660,150642,15715,2024-08
2795,4,Social Media,31442.22,4035609,133961,3751,2024-09
2796,2,Email,51592.9,720329,25862,3027,2025-02
2797,9,Email,73610.17,1400812,69833,3044,2024-10
2798,3,Search Ads,71910.86,3591688,49510,6387,2024-08
2799,1,Display,96763.93,493961,17353,2513,2024-12
2800,10,TV,46614.63,4647055,24881,2059,2025-04
2801,9,Influencer,27841.22,1341734,53577,2931,2025-02
2802,3,Display,57140.74,442957,9537,1347,2025-03
2803,2,Display,77315.87,3237856,76588,7477,2025-03
2804,5,Display,92813.93,3249954,117292,10636,2025-01
2805,8,TV,84413.4,1146504,14400,774,2024-08
2806,7,Email,11198.48,4838082,102123,7472,2024-10
2807,4,Influencer,20897.69,3301591,137960,18260,2024-12
2808,7,Influencer,90401.17,2164280,57182,3612,2024-09
2809,8,Social Media,88330.39,2187518,26425,2832,2025-03
2810,8,Display,76399.66,2637894,22431,2003,2024-07
2811,7,Email,2582.5,4677874,80906,4570,2025-03
2812,7,Social Media,69602.46,1886769,40797,3137,2024-08
2813,8,Search Ads,35231.5,2397182,106764,6533,2024-11
2814,9,Display,18712.72,1521913,32218,1436,2024-08
2815,4,Social Media,97743.07,4456555,47123,3669,2024-11
2816,1,TV,90468.72,442792,14567,1759,2024-09
2817,7,Influencer,5967.18,3370781,94243,8665,2024-08
2818,2,TV,13827.98,4362483,144291,11520,2024-10
2819,3,Email,76559.65,1811761,54833,6410,2024-07
2820,4,Search Ads,75881.89,276382,11191,657,2024-11
2821,10,Social Media,1594.22,2887228,19170,2327,2024-08
2822,2,TV,25690.36,4476247,31946,4331,2025-03
2823,3,Email,8850.42,3975496,190993,28061,2024-08
2824,7,Email,90015.93,2145817,28368,1045,2024-11
2825,1,Search Ads,56401.68,2891402,29167,786,2024-08
2826,5,Social Media,75436.91,964804,39319,4202,2025-02
2827,7,Search Ads,51063.55,2227916,105570,8008,2024-09
2828,5,Influencer,92437.58,2643975,80647,10948,2025-02
2829,10,Display,32715.39,2018727,96845,10296,2025-03
2830,4,Influencer,77608.23,4890460,153143,7903,2025-01
2831,5,TV,43233.61,2532364,32252,4705,2024-09
2832,8,Email,94541.93,2364272,44889,5941,2024-10
2833,4,Display,91807.92,3569944,154963,12496,2024-09
2834,4,TV,85848.78,75031,853,118,2024-12
2835,10,Social Media,55548.08,539399,4162,519,2024-09
2836,1,TV,30043.78,3106628,72713,9449,2025-02
2837,5,Display,87544.24,4067466,26984,3267,2024-11
2838,5,TV,75817.58,2659882,114194,15729,2025-03
2839,8,Influencer,63822.33,1186274,16887,941,2025-04
2840,8,Email,23203.59,4486035,76819,4864,2024-11
2841,9,Search Ads,19641.65,3769728,28351,2149,2025-01
2842,10,Display,49027.14,3579028,159816,17338,2025-03
2843,3,Influencer,89720.82,3827595,118158,13423,2025-01
2844,4,TV,24949.53,438881,12746,788,2025-04
2845,2,Display,79487.84,305182,1781,97,2025-02
2846,10,Search Ads,69417.84,71819,1229,66,2024-09
2847,7,Display,86861.61,2129636,15229,2115,2025-01
2848,5,Display,3025.95,3406642,55774,8017,2024-09
2849,7,Search Ads,47120.77,4661875,200508,22528,2025-03
2850,8,Email,2084.79,1721639,23768,1071,2025-03
2851,8,Display,69173.83,4239593,30285,2387,2024-12
2852,2,Search Ads,54448.63,932747,13254,1441,2025-04
2853,7,Email,49391.75,3043400,145765,5802,2025-03
2854,7,Social Media,67047.05,1832820,57741,4945,2024-08
2855,5,Social Media,95490.85,4951045,104390,5775,2024-12
2856,3,Email,27505.01,669812,15469,2306,2024-12
2857,2,Display,71286.16,480537,19441,1682,2025-03
2858,9,Influencer,40677.22,4081936,108043,11649,2025-02
2859,2,Social Media,76905.72,3633752,22692,764,2024-10
2860,10,Influencer,36021.47,1787120,37617,5353,2024-12
2861,10,Display,14206.21,4218579,32696,765,2024-10
2862,9,TV,9456.93,355495,14274,344,2025-01
2863,6,Influencer,25072.05,658952,30664,2167,2024-10
2864,2,Social Media,97521.18,1839715,75361,4616,2024-10
2865,6,Influencer,52414.28,103704,2382,261,2025-02
2866,5,Social Media,20723.52,1056294,33916,4317,2025-03
2867,3,Email,62155.87,2011526,35331,1496,2025-02
2868,6,TV,9300.44,2744454,100244,6158,2024-09
2869,6,Influencer,97692.99,3033106,53936,6423,2025-03
2870,7,TV,44573.56,793755,7143,1045,2025-04
2871,9,Display,81123.26,269271,2874,423,2025-03
2872,9,Search Ads,40233.82,596411,20004,2079,2025-04
2873,8,TV,31312.37,4201999,168513,6556,2024-08
2874,9,Search Ads,15283.71,76053,1340,76,2025-02
2875,5,Email,29184.86,893028,29021,1041,2024-10
2876,1,Influencer,21432.46,3984062,56106,5551,2024-07
2877,1,Email,40576.25,706737,30922,1528,2024-08
2878,7,Search Ads,2307.75,2368277,108106,14995,2024-10
2879,1,Social Media,12197.1,3922314,163030,13792,2025-04
2880,10,TV,11269.71,2449353,115535,3430,2024-08
2881,10,Display,32026.44,2992813,43482,1089,2025-02
2882,10,Email,25847.93,2050689,17414,2497,2024-12
2883,2,Influencer,77348.31,1681931,63387,2324,2024-07
2884,6,Email,19856.26,3446723,28812,2031,2024-10
2885,7,Search Ads,51318.17,2136317,22246,2315,2024-09
2886,7,Search Ads,64810.58,3517913,46373,3811,2024-11
2887,7,Search Ads,33348.45,4736534,106726,4401,2024-12
2888,3,Display,85305.87,1747551,34898,1266,2025-02
2889,7,Display,26916.26,4427131,193236,16039,2024-07
2890,5,Email,92791.41,4760186,184971,27567,2025-04
2891,2,Display,17432.1,2679957,45552,4322,2025-01
2892,8,Search Ads,30402.82,2505258,97241,4985,2025-03
2893,1,Social Media,26436.42,4581955,189042,14082,2024-12
2894,8,Social Media,62672.75,4522815,192214,27591,2025-01
2895,2,Search Ads,60104.43,334774,14908,1187,2024-08
2896,6,Influencer,74494.81,3881361,46661,6806,2024-07
2897,7,Email,16059.8,17410,494,12,2025-01
2898,4,Display,92759.87,1098038,31541,2757,2025-03
2899,6,Influencer,36706.57,4490620,105416,12040,2024-07
2900,9,Influencer,26344.08,1815136,70415,8525,2024-08
2901,8,Email,65598.0,4295609,104630,9960,2024-07
2902,4,TV,30493.97,3545504,175762,17969,2024-07
2903,9,Social Media,49873.6,1537004,73079,10432,2024-09
2904,10,Influencer,54965.51,1327822,48252,5593,2024-07
2905,10,Email,58271.87,4498747,224913,26216,2024-10
2906,10,Search Ads,48461.81,2604668,65372,9089,2024-07
2907,6,Influencer,29545.85,2857560,119631,2965,2024-10
2908,7,Social Media,49194.83,2614071,83714,10836,2024-07
2909,9,Display,94801.37,2520806,28440,832,2025-03
2910,9,Influencer,61551.74,2946720,61224,5137,2024-11
2911,1,TV,23493.13,4810325,238649,16242,2025-04
2912,9,TV,88323.05,861779,24967,1438,2024-10
2913,6,Search Ads,33623.18,382988,16371,687,2025-03
2914,6,Influencer,87243.16,4810373,220891,5430,2025-02
2915,9,Social Media,22986.0,3765087,145750,12155,2024-07
2916,8,Email,53678.4,4627082,45346,1144,2024-11
2917,10,Influencer,10952.74,88056,1239,91,2025-01
2918,4,Influencer,99572.35,655421,30533,3793,2024-09
2919,3,TV,20483.6,1015905,23460,727,2024-11
2920,10,Search Ads,22005.77,2317463,111734,15919,2025-03
2921,6,Search Ads,69388.07,2583064,126072,9497,2024-10
2922,10,Influencer,55034.02,3030909,37269,2193,2024-11
2923,2,Influencer,11581.42,3904182,55046,7772,2025-03
2924,4,Search Ads,84679.25,1521878,69903,4768,2024-10
2925,3,Social Media,76787.32,869812,41597,2712,2024-12
2926,10,Display,27683.02,4465213,206899,18700,2024-07
2927,5,Social Media,52927.76,2622996,105008,7360,2025-04
2928,6,Display,1929.24,3197204,31631,1736,2024-10
2929,2,Social Media,84175.76,219658,6409,324,2024-08
2930,5,TV,88212.61,138766,3934,174,2025-03
2931,7,Search Ads,42541.19,763563,25655,1503,2024-12
2932,2,Email,34169.77,2899253,77665,6849,2024-12
2933,6,Influencer,81550.89,3843786,68748,3537,2025-02
2934,2,Display,53360.55,2689145,73788,6073,2024-10
2935,8,Search Ads,31030.47,2248427,61785,5756,2024-10
2936,8,Email,9164.65,702901,21670,2919,2024-10
2937,1,Display,7170.91,2470324,104648,4815,2024-11
2938,5,Search Ads,90779.89,4183569,185380,8828,2025-04
2939,3,Influencer,41755.44,1275727,54778,1698,2024-09
2940,4,Social Media,90530.86,3916062,131318,17685,2025-02
2941,1,Influencer,67051.24,389503,6528,413,2025-02
2942,5,Email,31187.46,1040898,17509,633,2024-07
2943,6,Influencer,10662.7,835756,30021,1900,2024-10
2944,2,Influencer,8115.95,4619192,100328,13780,2025-02
2945,8,Influencer,32654.12,736722,16993,897,2024-12
2946,4,Influencer,87337.37,4599630,141461,16204,2025-02
2947,1,Influencer,75922.21,3187814,38378,1183,2025-04
2948,6,TV,84511.55,4104848,185272,17029,2024-11
2949,5,TV,88245.14,1412948,9877,1127,2025-03
2950,6,Social Media,68663.93,1973539,92691,8750,2025-04
2951,8,Search Ads,2255.06,4125745,103226,8923,2024-07
2952,10,TV,52650.2,3251086,41932,1814,2024-09
2953,1,Social Media,27478.93,2992814,26886,3365,2025-02
2954,7,Email,28139.06,3886838,37285,3837,2024-08
2955,6,Social Media,13695.73,2264116,23358,2258,2025-03
2956,8,Search Ads,87732.55,3354765,57580,4744,2025-04
2957,8,Influencer,48119.29,4718731,189946,11560,2024-10
2958,3,Email,93935.31,2982720,139458,16848,2024-09
2959,5,Display,68356.0,2471994,88653,1896,2024-12
2960,8,Display,45699.05,3845817,58151,7591,2024-08
2961,3,Influencer,36666.66,3814733,149698,15492,2024-10
2962,10,TV,1208.44,48150,2012,181,2025-03
2963,9,Search Ads,78249.3,1496880,8661,1160,2025-04
2964,4,Search Ads,42781.74,3150662,60086,6688,2024-12
2965,1,TV,50777.4,4605161,211048,29588,2024-09
2966,5,Display,14219.77,1190517,53597,7631,2024-11
2967,7,Influencer,11188.59,3571327,142104,14997,2024-11
2968,1,Display,34459.91,2627473,72981,8648,2024-11
2969,5,TV,9794.37,4907095,154229,5442,2024-12
2970,8,Email,26715.62,1096513,12688,1094,2024-10
2971,7,Social Media,74270.68,4070523,93746,3755,2024-08
2972,10,Display,90171.75,3702309,38370,4415,2024-07
2973,2,Display,91329.22,1638824,72551,7026,2025-01
2974,5,Social Media,73205.66,1095388,40757,4818,2025-01
2975,7,Influencer,37744.07,3992666,55542,4777,2024-07
2976,2,Display,33328.4,567527,3047,211,2024-12
2977,4,Influencer,42463.91,3590420,114905,4499,2024-10
2978,7,TV,73410.95,2076929,16501,986,2025-02
2979,4,Display,97994.51,4192017,199730,22989,2025-04
2980,1,TV,86587.21,4654646,230493,5207,2025-03
2981,6,Social Media,31152.8,1768612,49692,2791,2024-12
2982,2,Search Ads,69197.75,3177867,100874,12388,2024-09
2983,5,Search Ads,17511.88,549308,6913,649,2024-09
2984,7,Social Media,58761.74,216751,2913,184,2024-11
2985,6,Influencer,28587.44,4398172,154446,10001,2025-04
2986,4,Email,33718.84,1534482,38632,3366,2024-07
2987,5,Display,84422.93,3442588,163761,10762,2024-10
2988,7,Influencer,51897.25,4456990,57940,2428,2024-07
2989,3,TV,55282.76,3294105,46304,1420,2025-02
2990,7,Display,10706.23,3730629,92844,7337,2024-09
2991,7,Social Media,81108.27,332438,14765,940,2025-04
2992,6,Email,27131.4,3219957,104807,9504,2024-07
2993,7,Search Ads,5951.2,4002440,132126,17533,2024-12
2994,9,Search Ads,45419.22,4091304,95379,9841,2025-04
2995,3,Influencer,41169.88,4686681,191239,27572,2024-08
2996,7,TV,1315.87,3781785,165598,13817,2025-03
2997,6,Influencer,16232.35,980179,47342,3382,2025-03
2998,4,Email,38481.51,180489,2176,302,2025-02
2999,4,Display,87424.33,2309242,79960,9101,2024-10
3000,7,Social Media,8887.16,4141855,103601,4504,2024-08
3001,9,Email,92242.44,1942001,41130,3367,2024-08
3002,8,Social Media,77462.37,3859843,22091,2949,2024-08
3003,6,Influencer,26710.14,80507,3531,468,2024-07
3004,6,Email,29124.89,4752506,92040,12527,2024-12
3005,5,TV,91627.12,3192215,115850,8885,2024-08
3006,10,Influencer,33455.37,3024347,77404,9463,2024-08
3007,5,Email,62119.36,3855739,162438,15091,2024-08
3008,2,Influencer,46747.65,1765523,82150,7543,2024-07
3009,7,Search Ads,26015.02,382105,15420,1496,2025-04
3010,3,Social Media,30478.08,2205505,81606,3984,2025-02
3011,2,TV,83888.01,4399617,73210,2311,2025-01
3012,6,Influencer,41743.51,804322,31329,2615,2025-01
3013,5,Search Ads,90607.2,723403,25107,1837,2025-04
3014,8,Display,89593.74,1562498,75912,7819,2024-11
3015,8,TV,6216.29,1943411,22516,2476,2024-12
3016,5,Email,78636.2,2391756,89483,3495,2024-11
3017,7,TV,44558.84,546806,13210,1171,2024-12
3018,8,Display,35621.06,339678,9913,428,2025-01
3019,1,Social Media,57913.86,2269861,25073,737,2024-07
3020,5,Display,10300.29,4574227,185041,24335,2024-12
3021,1,Influencer,45580.29,4716143,107758,3037,2024-08
3022,3,Social Media,82728.05,3440075,54134,3847,2025-04
3023,7,Social Media,72212.18,1060104,48126,3605,2024-11
